ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,target
7996,36,blue-collar,married,secondary,no,-100,yes,no,unknown,3,jun,369,2,-1,0,unknown,0.0
7997,59,retired,married,primary,no,2722,no,no,unknown,16,jun,145,1,-1,0,unknown,0.0
7998,46,blue-collar,married,secondary,no,1352,yes,no,cellular,6,feb,193,1,-1,0,unknown,0.0
7999,31,management,single,tertiary,no,4331,yes,no,cellular,22,jul,318,1,-1,0,unknown,0.0
8000,35,housemaid,single,tertiary,no,608,yes,yes,unknown,2,jun,227,1,-1,0,unknown,0.0
8001,27,blue-collar,married,secondary,no,-132,yes,no,unknown,4,jun,216,1,-1,0,unknown,0.0
8002,30,blue-collar,married,secondary,no,578,yes,yes,cellular,17,apr,71,2,317,1,failure,0.0
8003,45,admin.,divorced,secondary,no,1293,yes,yes,telephone,20,oct,164,1,-1,0,unknown,0.0
8004,38,technician,divorced,secondary,no,-453,no,yes,cellular,27,aug,15,9,-1,0,unknown,0.0
8005,45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,0.0
8006,57,entrepreneur,married,tertiary,no,1681,no,no,cellular,25,jul,159,1,-1,0,unknown,0.0
8007,26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,0.0
8008,28,management,single,tertiary,no,1530,no,no,cellular,5,aug,98,3,-1,0,unknown,0.0
8009,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,0.0
8010,45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,-1,0,unknown,1.0
8011,52,blue-collar,married,primary,no,-27,no,no,cellular,28,aug,51,8,-1,0,unknown,0.0
8012,31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,0.0
8013,46,housemaid,married,primary,no,0,no,no,cellular,6,aug,322,5,-1,0,unknown,0.0
8014,33,blue-collar,single,secondary,no,476,yes,yes,cellular,17,apr,544,3,333,2,failure,0.0
8015,28,blue-collar,married,primary,no,254,yes,no,cellular,20,apr,149,2,-1,0,unknown,0.0
8016,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,0.0
8017,32,technician,divorced,tertiary,no,3628,no,no,cellular,18,aug,130,2,-1,0,unknown,0.0
8018,52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown,0.0
8019,34,technician,married,secondary,no,603,yes,no,cellular,28,jul,51,4,434,1,failure,0.0
8020,39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330,1,-1,0,unknown,0.0
8021,40,technician,married,secondary,no,4,yes,yes,cellular,4,aug,135,3,-1,0,unknown,0.0
8022,34,technician,single,secondary,no,664,yes,yes,cellular,11,may,88,2,343,2,other,0.0
8023,58,management,divorced,tertiary,no,26254,yes,no,unknown,21,oct,49,1,-1,0,unknown,0.0
8024,33,admin.,divorced,primary,no,1416,yes,no,unknown,2,jun,239,4,-1,0,unknown,0.0
8025,50,unknown,married,unknown,no,0,no,no,cellular,21,aug,120,2,-1,0,unknown,0.0
8026,31,management,single,tertiary,no,725,yes,no,cellular,28,jul,211,1,92,2,failure,0.0
8027,37,management,married,tertiary,no,597,no,yes,unknown,30,jun,96,3,-1,0,unknown,0.0
8028,50,self-employed,married,secondary,no,4440,no,yes,cellular,31,jul,12,3,-1,0,unknown,0.0
8029,32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,1.0
8030,27,technician,married,secondary,no,0,yes,no,cellular,30,jul,138,8,-1,0,unknown,0.0
8031,32,blue-collar,married,primary,no,274,yes,no,unknown,9,may,21,3,-1,0,unknown,0.0
8032,45,blue-collar,married,secondary,no,39,no,no,unknown,6,may,241,1,-1,0,unknown,0.0
8033,27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,2,-1,0,unknown,0.0
8034,40,blue-collar,married,secondary,yes,-94,yes,yes,unknown,7,may,227,1,-1,0,unknown,0.0
8035,28,blue-collar,single,secondary,no,623,no,no,unknown,18,jun,25,41,-1,0,unknown,0.0
8036,60,retired,married,tertiary,no,3461,no,no,cellular,26,may,94,2,112,2,failure,0.0
8037,47,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104,1,312,1,failure,0.0
8038,35,technician,married,tertiary,no,0,yes,yes,cellular,21,nov,86,1,-1,0,unknown,0.0
8039,55,technician,divorced,tertiary,no,1402,no,no,cellular,19,aug,187,4,-1,0,unknown,0.0
8040,41,management,married,tertiary,no,-195,no,yes,cellular,20,nov,112,1,-1,0,unknown,0.0
8041,35,blue-collar,single,secondary,no,3507,yes,no,cellular,8,may,422,2,-1,0,unknown,0.0
8042,44,admin.,married,secondary,no,-314,no,no,cellular,18,may,144,3,-1,0,unknown,0.0
8043,43,admin.,single,secondary,no,2539,yes,no,unknown,16,may,529,4,-1,0,unknown,0.0
8044,29,blue-collar,married,secondary,no,9,yes,no,unknown,6,may,349,1,-1,0,unknown,0.0
8045,37,admin.,single,secondary,no,155,yes,no,unknown,26,may,460,1,-1,0,unknown,0.0
8046,29,technician,single,secondary,no,290,yes,yes,cellular,8,jul,293,1,-1,0,unknown,0.0
8047,31,services,single,secondary,no,-779,yes,no,unknown,28,may,198,2,-1,0,unknown,0.0
8048,42,blue-collar,married,primary,no,3,no,no,unknown,18,jun,45,3,-1,0,unknown,0.0
8049,31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,218,4,329,2,other,0.0
8050,48,housemaid,married,primary,no,283,yes,no,telephone,30,jul,383,7,-1,0,unknown,0.0
8051,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,1.0
8052,46,services,married,unknown,no,854,yes,no,cellular,3,apr,478,3,-1,0,unknown,0.0
8053,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,0.0
8054,31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,0.0
8055,54,self-employed,married,tertiary,no,231,no,no,cellular,9,jul,203,3,-1,0,unknown,0.0
8056,44,housemaid,married,primary,no,0,yes,no,telephone,9,jul,224,1,-1,0,unknown,0.0
8057,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,0.0
8058,35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,unknown,0.0
8059,29,technician,single,secondary,no,6911,no,no,unknown,14,may,323,5,-1,0,unknown,0.0
8060,32,management,married,tertiary,no,91,no,no,cellular,18,may,126,2,356,2,failure,0.0
8061,33,technician,married,tertiary,no,575,yes,no,cellular,19,nov,76,1,-1,0,unknown,0.0
8062,32,technician,single,tertiary,no,3818,no,no,cellular,18,aug,100,4,-1,0,unknown,0.0
8063,32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,0.0
8064,41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown,1.0
8065,37,services,married,secondary,no,2128,no,no,unknown,18,jun,105,1,-1,0,unknown,0.0
8066,60,retired,married,secondary,no,5267,no,no,cellular,4,sep,520,1,-1,0,unknown,1.0
8067,50,services,married,secondary,yes,892,yes,no,cellular,10,jul,189,1,-1,0,unknown,0.0
8068,54,management,married,primary,no,113,no,no,unknown,12,may,76,3,-1,0,unknown,0.0
8069,57,unknown,married,unknown,no,327,yes,no,unknown,28,may,74,2,-1,0,unknown,0.0
8070,46,technician,married,secondary,no,363,yes,no,cellular,2,feb,346,1,180,3,failure,0.0
8071,48,unemployed,married,tertiary,no,641,no,no,cellular,28,jan,113,1,-1,0,unknown,0.0
8072,45,management,married,tertiary,no,126,yes,no,cellular,20,apr,92,1,342,1,failure,0.0
8073,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,1.0
8074,55,admin.,married,secondary,no,859,no,no,telephone,8,jul,153,1,-1,0,unknown,0.0
8075,36,technician,married,secondary,no,483,yes,no,cellular,11,may,179,1,304,2,failure,0.0
8076,43,services,married,primary,no,-88,yes,yes,cellular,21,nov,94,2,-1,0,unknown,0.0
8077,47,retired,single,primary,no,3033,no,no,cellular,8,sep,293,1,-1,0,unknown,1.0
8078,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,0.0
8079,39,blue-collar,married,secondary,no,72,yes,no,unknown,7,may,425,6,-1,0,unknown,0.0
8080,58,admin.,divorced,secondary,no,1713,no,no,unknown,15,may,544,2,-1,0,unknown,0.0
8081,49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,1.0
8082,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown,1.0
8083,72,retired,married,tertiary,no,0,no,no,cellular,13,feb,99,1,-1,0,unknown,1.0
8084,30,technician,married,secondary,no,1,yes,no,unknown,30,may,189,5,-1,0,unknown,0.0
8085,34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,231,2,297,2,failure,1.0
8086,50,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,-1,0,unknown,1.0
8087,40,admin.,married,secondary,no,0,yes,no,unknown,23,may,193,2,-1,0,unknown,0.0
8088,56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,422,4,-1,0,unknown,0.0
8089,41,blue-collar,single,primary,no,0,yes,no,unknown,16,may,522,5,-1,0,unknown,0.0
8090,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,0.0
8091,34,technician,single,secondary,no,1386,yes,yes,unknown,28,may,185,6,-1,0,unknown,0.0
8092,59,technician,married,secondary,no,283,no,no,cellular,25,aug,272,4,-1,0,unknown,0.0
8093,40,management,married,secondary,no,18,yes,no,cellular,5,feb,166,1,8,2,other,0.0
8094,31,blue-collar,single,primary,no,-443,yes,no,unknown,28,may,507,1,-1,0,unknown,0.0
8095,36,blue-collar,married,secondary,no,195,yes,yes,cellular,7,may,1297,2,-1,0,unknown,0.0
8096,48,management,married,tertiary,no,1204,no,no,cellular,3,sep,116,2,760,1,other,0.0
8097,36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,unknown,0.0
8098,45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,-1,0,unknown,0.0
8099,39,blue-collar,married,secondary,no,276,no,no,cellular,9,jun,334,2,-1,0,unknown,1.0
8100,43,blue-collar,married,secondary,no,667,yes,no,unknown,7,may,228,3,-1,0,unknown,0.0
8101,32,blue-collar,married,secondary,no,-460,yes,yes,cellular,29,jan,131,2,206,6,other,0.0
8102,36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,-1,0,unknown,0.0
8103,30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown,0.0
8104,41,management,married,tertiary,no,850,no,no,unknown,6,jun,262,2,-1,0,unknown,0.0
8105,56,admin.,divorced,secondary,no,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,0.0
8106,53,management,married,primary,no,798,yes,no,telephone,2,feb,45,1,217,2,failure,0.0
8107,40,blue-collar,married,secondary,no,339,yes,no,unknown,14,may,234,2,-1,0,unknown,0.0
8108,41,entrepreneur,single,secondary,no,663,no,no,cellular,24,jul,1204,1,-1,0,unknown,1.0
8109,32,entrepreneur,married,tertiary,no,11591,yes,no,cellular,18,nov,43,1,-1,0,unknown,0.0
8110,41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,1.0
8111,32,technician,married,secondary,no,3155,yes,no,unknown,23,may,99,3,-1,0,unknown,0.0
8112,43,blue-collar,married,primary,no,445,yes,no,unknown,15,sep,173,1,-1,0,unknown,0.0
8113,30,services,single,primary,no,411,yes,no,cellular,6,may,457,1,358,1,other,0.0
8114,37,services,married,secondary,no,749,yes,no,cellular,3,apr,121,2,-1,0,unknown,0.0
8115,49,technician,married,secondary,no,378,no,no,unknown,9,jun,189,2,-1,0,unknown,0.0
8116,50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,0.0
8117,34,management,married,tertiary,no,997,yes,yes,cellular,21,nov,81,1,-1,0,unknown,0.0
8118,41,services,divorced,secondary,no,83,no,no,unknown,20,may,834,6,-1,0,unknown,0.0
8119,33,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,-1,0,unknown,0.0
8120,44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,1.0
8121,50,services,divorced,secondary,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,unknown,0.0
8122,35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure,1.0
8123,45,housemaid,married,secondary,no,1041,yes,no,unknown,29,may,238,3,-1,0,unknown,0.0
8124,55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,1.0
8125,28,entrepreneur,married,tertiary,no,59,no,no,cellular,3,feb,330,3,190,6,failure,0.0
8126,33,admin.,married,unknown,no,664,no,no,cellular,28,jan,294,3,-1,0,unknown,0.0
8127,51,admin.,married,secondary,no,0,no,no,unknown,5,jun,78,1,-1,0,unknown,0.0
8128,28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,0.0
8129,34,technician,single,secondary,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown,0.0
8130,28,unemployed,single,secondary,no,-34,no,no,cellular,15,jul,355,1,-1,0,unknown,0.0
8131,52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,0.0
8132,39,technician,married,secondary,no,0,yes,yes,cellular,21,nov,83,1,-1,0,unknown,0.0
8133,79,housemaid,married,primary,no,0,no,no,cellular,18,aug,90,1,-1,0,unknown,0.0
8134,30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,0.0
8135,47,management,single,tertiary,no,216,yes,no,cellular,29,jul,193,10,-1,0,unknown,0.0
8136,37,entrepreneur,married,tertiary,no,678,no,yes,unknown,19,jun,395,1,-1,0,unknown,0.0
8137,53,admin.,married,secondary,no,1203,no,no,cellular,21,nov,6,7,-1,0,unknown,0.0
8138,29,technician,single,tertiary,no,3,yes,no,unknown,7,may,359,1,-1,0,unknown,0.0
8139,43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,37,2,-1,0,unknown,0.0
8140,29,services,married,secondary,no,30,yes,no,cellular,23,jul,74,3,-1,0,unknown,0.0
8141,57,management,divorced,secondary,no,396,no,no,cellular,12,aug,108,2,-1,0,unknown,0.0
8142,31,management,married,secondary,no,625,yes,no,cellular,20,nov,136,1,-1,0,unknown,0.0
8143,36,technician,married,secondary,no,4587,no,no,unknown,26,may,271,4,-1,0,unknown,0.0
8144,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown,1.0
8145,37,blue-collar,married,unknown,no,722,yes,no,cellular,17,apr,362,1,150,3,failure,0.0
8146,33,housemaid,married,primary,no,0,no,no,cellular,8,aug,138,2,-1,0,unknown,0.0
8147,33,services,single,secondary,no,1659,yes,no,cellular,18,may,133,2,353,6,failure,0.0
8148,31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,0.0
8149,40,unemployed,married,secondary,no,1289,no,no,cellular,26,may,260,2,-1,0,unknown,0.0
8150,31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,jul,357,1,-1,0,unknown,0.0
8151,35,admin.,married,secondary,no,846,yes,yes,unknown,19,may,175,2,-1,0,unknown,0.0
8152,29,unemployed,married,secondary,no,-25,yes,no,cellular,17,jul,143,1,-1,0,unknown,0.0
8153,40,management,married,tertiary,no,713,no,no,cellular,6,aug,433,3,-1,0,unknown,0.0
8154,30,management,single,tertiary,no,6392,yes,no,cellular,5,may,335,1,-1,0,unknown,0.0
8155,77,retired,married,tertiary,no,0,no,no,cellular,27,sep,990,4,-1,0,unknown,0.0
8156,51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,167,4,174,1,failure,0.0
8157,26,blue-collar,single,secondary,no,401,yes,no,unknown,13,may,373,1,-1,0,unknown,0.0
8158,35,services,married,secondary,no,0,yes,no,cellular,6,may,343,3,351,1,failure,0.0
8159,48,blue-collar,single,secondary,no,0,yes,no,cellular,5,may,95,1,-1,0,unknown,0.0
8160,50,management,married,tertiary,no,1612,yes,no,cellular,10,jul,103,1,-1,0,unknown,0.0
8161,27,technician,single,tertiary,no,28,no,no,cellular,28,jan,174,1,-1,0,unknown,0.0
8162,33,management,single,tertiary,no,3655,no,no,cellular,19,aug,183,20,-1,0,unknown,0.0
8163,37,technician,single,secondary,no,7867,yes,no,unknown,21,may,36,2,-1,0,unknown,0.0
8164,45,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,118,1,-1,0,unknown,1.0
8165,42,management,married,tertiary,no,0,no,no,cellular,26,aug,179,16,-1,0,unknown,0.0
8166,58,technician,married,secondary,no,86,no,no,cellular,30,jul,95,3,-1,0,unknown,0.0
8167,41,management,married,tertiary,no,651,no,no,cellular,4,aug,104,1,-1,0,unknown,0.0
8168,33,management,single,tertiary,no,804,yes,no,cellular,2,jul,226,1,-1,0,unknown,0.0
8169,26,admin.,single,secondary,no,-235,yes,no,unknown,16,may,103,1,-1,0,unknown,0.0
8170,30,services,married,secondary,no,-68,yes,yes,cellular,24,jul,78,1,-1,0,unknown,0.0
8171,33,management,single,tertiary,no,3770,no,no,cellular,28,jan,757,2,-1,0,unknown,0.0
8172,46,management,single,tertiary,no,2278,no,no,cellular,12,aug,218,5,-1,0,unknown,0.0
8173,30,admin.,single,tertiary,no,-396,yes,no,unknown,9,may,89,2,-1,0,unknown,0.0
8174,40,management,married,tertiary,no,5142,no,no,cellular,13,jan,147,2,224,1,failure,0.0
8175,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,1.0
8176,47,blue-collar,married,unknown,no,496,no,yes,cellular,16,jul,151,4,-1,0,unknown,0.0
8177,36,entrepreneur,divorced,secondary,no,251,no,no,unknown,17,jun,59,6,-1,0,unknown,0.0
8178,33,technician,single,secondary,no,920,yes,no,cellular,21,nov,58,1,122,4,failure,0.0
8179,46,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255,1,-1,0,unknown,1.0
8180,35,technician,single,secondary,no,23,yes,no,unknown,19,jun,113,2,-1,0,unknown,0.0
8181,47,management,married,tertiary,no,-315,yes,yes,cellular,27,aug,112,9,-1,0,unknown,0.0
8182,48,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,0.0
8183,51,blue-collar,married,secondary,no,500,no,no,cellular,14,may,471,1,-1,0,unknown,0.0
8184,40,unemployed,married,tertiary,no,1558,yes,no,unknown,20,jun,44,15,-1,0,unknown,0.0
8185,41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,-1,0,unknown,1.0
8186,33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success,1.0
8187,55,technician,married,tertiary,no,440,no,no,unknown,23,may,556,1,-1,0,unknown,0.0
8188,37,unemployed,married,primary,no,7005,yes,no,unknown,21,may,217,1,-1,0,unknown,0.0
8189,38,blue-collar,married,primary,no,0,yes,no,cellular,21,nov,101,1,-1,0,unknown,0.0
8190,33,blue-collar,single,secondary,no,266,yes,yes,cellular,17,apr,100,2,-1,0,unknown,0.0
8191,33,blue-collar,married,secondary,no,463,yes,no,cellular,15,may,27,5,-1,0,unknown,0.0
8192,37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,-1,0,unknown,1.0
8193,55,retired,divorced,secondary,no,1580,no,yes,cellular,21,nov,82,5,155,1,success,0.0
8194,69,technician,married,secondary,no,2661,no,no,cellular,1,sep,925,1,187,3,other,0.0
8195,32,admin.,married,secondary,no,-1,no,no,cellular,8,jul,228,2,-1,0,unknown,0.0
8196,30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,1.0
8197,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,0.0
8198,50,services,divorced,secondary,no,145,yes,no,unknown,8,may,170,1,-1,0,unknown,0.0
8199,34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,0.0
8200,25,technician,single,tertiary,no,1954,yes,yes,cellular,13,may,66,1,351,1,failure,0.0
8201,56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,-1,0,unknown,1.0
8202,34,services,single,secondary,no,1921,yes,no,cellular,4,feb,61,1,-1,0,unknown,0.0
8203,30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,293,2,-1,0,unknown,1.0
8204,44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,246,1,259,2,failure,0.0
8205,41,technician,single,secondary,no,0,no,no,unknown,9,jun,229,2,-1,0,unknown,0.0
8206,30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,0.0
8207,46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,unknown,0.0
8208,45,entrepreneur,married,primary,no,-100,yes,no,unknown,27,may,240,6,-1,0,unknown,0.0
8209,58,retired,divorced,secondary,no,0,no,no,unknown,17,jun,436,5,-1,0,unknown,0.0
8210,57,housemaid,married,tertiary,no,3760,no,no,cellular,17,nov,1070,1,-1,0,unknown,0.0
8211,30,self-employed,divorced,secondary,no,92,yes,no,unknown,17,jun,78,10,-1,0,unknown,0.0
8212,29,student,single,secondary,no,48,no,no,cellular,26,feb,51,1,-1,0,unknown,0.0
8213,43,unknown,married,secondary,no,703,yes,no,cellular,7,may,96,3,301,1,failure,0.0
8214,56,management,married,tertiary,no,318,no,yes,telephone,9,jul,246,3,-1,0,unknown,0.0
8215,36,technician,single,secondary,no,2921,no,no,telephone,31,jul,55,7,-1,0,unknown,0.0
8216,32,admin.,single,secondary,no,5,yes,no,unknown,12,may,593,2,-1,0,unknown,0.0
8217,33,blue-collar,married,primary,no,681,yes,no,cellular,20,apr,222,1,-1,0,unknown,0.0
8218,46,blue-collar,married,primary,no,2118,no,no,telephone,14,aug,64,2,-1,0,unknown,0.0
8219,34,blue-collar,married,secondary,no,683,yes,no,unknown,14,may,245,2,-1,0,unknown,0.0
8220,37,services,divorced,secondary,no,904,yes,no,unknown,12,may,507,1,-1,0,unknown,0.0
8221,53,management,divorced,tertiary,no,627,yes,no,cellular,17,nov,102,3,-1,0,unknown,0.0
8222,37,services,married,secondary,no,483,yes,no,cellular,30,jan,188,1,-1,0,unknown,0.0
8223,58,retired,divorced,secondary,no,219,no,no,unknown,5,jun,133,1,-1,0,unknown,0.0
8224,51,services,married,primary,no,56,no,yes,cellular,24,jul,149,2,-1,0,unknown,0.0
8225,60,blue-collar,married,primary,no,29184,no,no,telephone,15,jun,94,2,-1,0,unknown,0.0
8226,52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown,0.0
