"loc","v(g)","ev(g)","iv(g)","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","defects"
49,5,3,4,100,516.99,0.07,14.64,35.31,7570.25,0.17,420.57,32,1,7,0,15,21,59,41,9,false
48,5,3,5,100,508.75,0.06,16.18,31.43,8233.66,0.17,457.43,32,1,6,0,15,19,59,41,9,false
42,5,3,4,89,452.78,0.07,14.21,31.86,6434.3,0.15,357.46,27,0,6,0,15,19,53,36,9,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
8,1,1,1,17,58.81,0.28,3.6,16.34,211.72,0.02,11.76,6,0,0,0,6,5,11,6,1,false
136,19,9,18,334,2004,0.04,24.07,83.27,48229.6,0.67,2679.42,116,2,14,2,19,45,220,114,37,false
2,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,5,2,5,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
123,21,13,21,384,2312.59,0.03,35.32,65.48,81676.45,0.77,4537.58,107,5,8,1,21,44,236,148,41,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
59,11,8,11,133,702.96,0.06,16.23,43.32,11407.1,0.23,633.73,49,2,6,0,17,22,91,42,21,false
91,17,10,17,204,1100.03,0.05,19.38,56.75,21323.71,0.37,1184.65,79,2,7,1,16,26,141,63,33,false
49,5,1,5,110,550,0.07,14.78,37.22,8127.78,0.18,451.54,40,2,4,1,14,18,72,38,9,false
77,13,8,13,196,1070.05,0.05,19.52,54.82,20885.76,0.36,1160.32,68,4,3,0,17,27,134,62,25,false
76,14,8,14,193,1047.27,0.06,18.07,57.94,18928.42,0.35,1051.58,69,0,5,0,16,27,132,61,27,false
54,9,1,9,96,480,0.08,12.06,39.82,5786.67,0.16,321.48,38,8,5,1,14,18,65,31,17,false
57,10,1,10,119,610.38,0.08,13,46.95,7935,0.2,440.83,47,0,8,0,14,21,80,39,19,false
7,1,1,1,13,39,0.3,3.33,11.7,130,0.01,7.22,5,0,0,0,5,3,9,4,1,false
92,10,3,10,219,1248.4,0.05,19.59,63.73,24453.88,0.42,1358.55,76,5,8,1,18,34,145,74,18,false
63,12,1,12,151,792.44,0.07,14.29,55.45,11325.25,0.26,629.18,57,2,2,0,14,24,102,49,23,false
48,8,1,8,113,574.88,0.07,13.65,42.12,7847.16,0.19,435.95,43,1,2,0,14,20,74,39,15,false
65,12,1,12,172,902.64,0.06,16.04,56.27,14479.91,0.3,804.44,60,1,2,0,14,24,117,55,23,false
18,4,4,3,34,141.78,0.12,8.64,16.4,1225.36,0.05,68.08,12,0,3,0,11,7,23,11,7,false
46,5,1,5,87,422.64,0.09,10.59,39.92,4475.06,0.14,248.61,38,0,6,0,12,17,57,30,9,false
7,1,1,1,13,39,0.3,3.33,11.7,130,0.01,7.22,5,0,0,0,5,3,9,4,1,false
43,4,1,4,64,300.83,0.11,9.43,31.91,2836.38,0.1,157.58,30,8,3,0,12,14,42,22,7,false
32,2,1,2,154,835.64,0.14,6.97,119.9,5824.19,0.28,323.57,25,0,2,0,10,33,108,46,3,false
22,2,1,2,63,288.85,0.18,5.7,50.68,1646.46,0.1,91.47,16,0,1,0,9,15,44,19,3,false
15,1,1,1,28,112,0.2,5,22.4,560,0.04,31.11,7,1,2,0,8,8,18,10,1,false
15,1,1,1,28,112,0.2,5,22.4,560,0.04,31.11,7,1,2,0,8,8,18,10,1,false
15,1,1,1,28,112,0.2,5,22.4,560,0.04,31.11,7,1,2,0,8,8,18,10,1,false
57,8,1,8,124,645.97,0.04,27.06,23.87,17479.25,0.22,971.07,45,3,6,1,20,17,78,46,15,false
52,7,1,7,119,610.38,0.04,26.13,23.36,15946.3,0.2,885.91,46,0,4,0,19,16,75,44,13,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
14,1,1,1,15,55.51,0.29,3.5,15.86,194.27,0.02,10.79,9,0,1,0,7,6,9,6,1,false
14,1,1,1,15,55.51,0.29,3.5,15.86,194.27,0.02,10.79,9,0,1,0,7,6,9,6,1,false
13,1,1,1,13,46.6,0.29,3.5,13.32,163.12,0.02,9.06,8,0,1,0,7,5,8,5,1,false
14,1,1,1,15,55.51,0.29,3.5,15.86,194.27,0.02,10.79,9,0,1,0,7,6,9,6,1,false
9,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,6,0,1,0,6,4,7,4,1,false
23,3,1,3,57,250.36,0.11,9.09,27.54,2276.02,0.08,126.45,17,1,3,0,10,11,37,20,5,false
23,3,1,3,63,276.72,0.1,10.45,26.47,2892.94,0.09,160.72,18,3,0,0,10,11,40,23,5,false
17,2,1,2,43,185.84,0.13,8,23.23,1486.74,0.06,82.6,12,1,2,0,10,10,27,16,3,false
31,5,3,4,73,350.94,0.1,10.13,34.66,3553.24,0.12,197.4,21,1,7,0,12,16,46,27,9,false
17,2,1,2,38,161.42,0.13,7.78,20.75,1255.5,0.05,69.75,11,1,3,0,10,9,24,14,3,false
8,2,1,2,14,44.38,0.11,8.75,5.07,388.32,0.01,21.57,6,0,0,0,7,2,9,5,3,false
5,2,1,1,8,22.46,0.27,3.75,5.99,84.22,0.01,4.68,3,0,0,0,5,2,5,3,3,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
12,2,1,2,15,51.89,0.23,4.38,11.86,227.03,0.02,12.61,6,1,3,0,7,4,10,5,3,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
59,7,7,6,182,1016.46,0.05,21.95,46.31,22309.61,0.34,1239.42,47,4,5,1,19,29,115,67,13,false
53,6,4,5,131,706.39,0.06,17.25,40.95,12185.29,0.24,676.96,39,2,9,1,18,24,85,46,11,false
28,3,1,3,60,271.41,0.16,6.43,42.22,1744.8,0.09,96.93,23,2,1,0,9,14,40,20,5,false
6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1,false
62,7,7,6,158,857.35,0.05,19.44,44.1,16666.88,0.29,925.94,48,3,9,0,18,25,104,54,13,false
6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1,false
50,4,3,4,165,926.43,0.08,12.57,73.68,11648.46,0.31,647.14,44,1,3,0,15,34,108,57,10,false
131,9,7,7,275,1656.15,0.04,27.12,61.08,44908.66,0.55,2494.93,88,8,28,2,22,43,169,106,17,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
91,9,4,8,199,1117.33,0.06,16.97,65.84,18960.71,0.37,1053.37,70,6,13,0,16,33,129,70,17,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
49,8,3,7,95,483.31,0.07,14.67,32.95,7088.53,0.16,393.81,40,4,3,0,16,18,62,33,15,false
63,5,1,5,103,489.75,0.09,10.59,46.25,5185.62,0.16,288.09,48,3,10,0,10,17,67,36,9,false
131,9,7,7,275,1656.15,0.04,27.12,61.08,44908.66,0.55,2494.93,88,8,28,2,22,43,169,106,17,false
21,2,1,2,36,144,0.11,9.17,15.71,1320,0.05,73.33,15,1,3,0,10,6,25,11,3,false
9,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,1,2,0,5,3,6,3,1,false
34,5,4,4,66,320.63,0.09,10.73,29.87,3441.39,0.11,191.19,30,0,2,0,14,15,43,23,9,false
6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
56,7,1,5,123,603.55,0.08,12.16,49.64,7337.87,0.2,407.66,45,2,7,0,11,19,81,42,13,false
17,2,1,2,27,99.91,0.19,5.25,19.03,524.54,0.03,29.14,13,1,1,0,7,6,18,9,3,false
65,7,7,6,143,755.81,0.05,18.93,39.92,14308.91,0.25,794.94,48,10,4,1,17,22,94,49,13,false
29,4,1,3,56,260.06,0.12,8.64,30.09,2247.63,0.09,124.87,22,1,2,0,11,14,34,22,7,false
10,1,1,1,16,53.15,0.38,2.67,19.93,141.74,0.02,7.87,6,0,2,0,4,6,8,8,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,false
4,1,1,1,6,15.51,0.67,1.5,10.34,23.26,0.01,1.29,3,0,0,0,3,3,3,3,1,false
4,1,1,1,2,2,2,0.5,4,1,0,0.06,3,0,0,0,1,1,1,1,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
6,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3,4,5,4,1,false
4,1,1,1,2,2,2,0.5,4,1,0,0.06,3,0,0,0,1,1,1,1,1,false
4,1,1,1,3,4.75,2,0.5,9.51,2.38,0,0.13,3,0,0,0,1,2,1,2,1,false
25,2,1,2,35,151.27,0.12,8.5,17.8,1285.77,0.05,71.43,18,0,3,0,10,10,18,17,3,false
7,1,1,1,12,36,0.33,3,12,108,0.01,6,5,0,0,0,4,4,6,6,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
72,7,5,6,156,913.85,0.05,18.94,48.24,17312.29,0.3,961.79,55,2,13,0,22,36,94,62,13,false
45,3,1,3,76,376.52,0.1,10.47,35.95,3942.99,0.13,219.05,25,6,8,2,13,18,47,29,5,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
7,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,3,1,1,0,5,3,6,3,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
41,2,1,2,149,798.28,0.1,9.93,80.38,7927.7,0.27,440.43,36,0,3,0,12,29,101,48,6,false
5,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,0,0,0,0,5,4,6,4,1,false
30,3,1,3,53,221.01,0.09,10.63,20.8,2348.19,0.07,130.44,21,5,2,0,10,8,36,17,5,false
53,5,5,3,140,754.92,0.06,15.83,47.68,11952.97,0.25,664.05,40,4,7,0,15,27,83,57,9,false
123,15,9,12,350,2218.95,0.03,32.61,68.03,72378.03,0.74,4021,108,2,11,0,26,55,212,138,29,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
44,5,4,5,88,423.05,0.08,12.57,33.66,5316.29,0.14,295.35,34,2,6,0,13,15,59,29,9,false
13,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,2,0,5,5,9,5,1,false
13,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,2,0,5,5,9,5,1,false
44,5,4,5,88,423.05,0.08,12.57,33.66,5316.29,0.14,295.35,34,2,6,0,13,15,59,29,9,false
6,1,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,4,0,0,0,6,3,7,4,1,false
7,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
118,19,7,16,269,1614,0.05,18.98,85.04,30630.91,0.54,1701.72,93,2,16,1,18,46,172,97,37,false
65,7,5,7,165,921.52,0.07,15,61.43,13822.78,0.31,767.93,49,1,8,1,15,33,99,66,13,false
129,22,16,17,344,2086.73,0.04,25.53,81.73,53276.94,0.7,2959.83,109,1,13,0,19,48,215,129,43,false
7,1,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,4,0,1,0,6,3,7,4,1,false
44,5,4,5,88,423.05,0.08,12.57,33.66,5316.29,0.14,295.35,34,2,6,0,13,15,59,29,9,false
14,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,3,0,5,5,9,5,1,false
6,1,1,1,8,24,0.29,3.5,6.86,84,0.01,4.67,2,2,0,0,7,1,7,1,1,false
2,2,1,1,11,36.54,0.29,3.5,10.44,127.89,0.01,7.11,0,0,0,0,7,3,8,3,3,false
2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,false
2,2,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,0,0,0,0,6,3,7,4,3,false
58,5,3,4,122,684.99,0.09,10.6,64.62,7260.94,0.23,403.39,36,14,6,0,14,35,69,53,9,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
75,10,5,9,181,982.15,0.06,17.14,57.29,16836.92,0.33,935.38,58,5,10,0,15,28,117,64,19,false
95,18,13,14,237,1337.59,0.04,24.75,54.04,33105.44,0.45,1839.19,80,3,10,0,18,32,149,88,35,false
18,2,1,2,33,132,0.14,7.07,18.67,933.43,0.04,51.86,14,0,2,0,9,7,22,11,3,false
6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
47,7,6,5,133,717.18,0.05,21.07,34.05,15107.52,0.24,839.31,39,1,5,0,19,23,82,51,13,false
10,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,2,2,0,5,3,6,3,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
27,2,1,2,54,237.19,0.13,7.88,30.12,1867.83,0.08,103.77,16,5,4,0,9,12,33,21,3,false
27,2,1,2,54,237.19,0.13,7.88,30.12,1867.83,0.08,103.77,16,5,4,0,9,12,33,21,3,false
27,2,1,2,50,216.1,0.13,7.77,27.8,1679.66,0.07,93.31,16,5,4,0,9,11,31,19,3,false
36,5,1,5,75,356.62,0.08,12.54,28.45,4470.44,0.12,248.36,26,4,4,0,13,14,48,27,9,false
38,4,4,4,69,331.71,0.07,13.85,23.96,4592.87,0.11,255.16,27,6,3,0,15,13,45,24,7,false
81,7,1,6,174,971.78,0.07,14.32,67.87,13914.17,0.32,773.01,61,8,10,0,15,33,111,63,13,false
26,2,1,2,43,179.31,0.13,8,22.41,1434.45,0.06,79.69,15,5,4,0,9,9,27,16,3,false
8,1,1,1,10,30,0.22,4.5,6.67,135,0.01,7.5,4,2,0,0,6,2,7,3,1,false
71,10,8,10,168,894.08,0.05,18.3,48.86,16361.74,0.3,908.99,61,0,8,0,15,25,107,61,18,false
70,10,8,10,167,888.76,0.06,16.42,54.12,14596.21,0.3,810.9,61,0,7,0,14,26,106,61,18,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
3,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
85,11,6,9,211,1246.35,0.04,27.33,45.6,34067.01,0.42,1892.61,72,2,9,0,24,36,129,82,21,false
150,17,8,15,317,1894.8,0.03,35.08,54.02,66460.03,0.63,3692.22,92,13,34,9,23,40,195,122,33,false
148,19,12,14,396,2551.41,0.03,37.49,68.05,95656.09,0.85,5314.23,116,11,19,0,28,59,238,158,37,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
3,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
155,24,19,18,407,2535.13,0.03,31.5,80.48,79856.57,0.85,4436.48,134,2,17,0,21,54,245,162,47,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
118,14,11,11,328,2073.59,0.04,26.55,78.1,55057.45,0.69,3058.75,94,3,19,0,22,58,188,140,27,false
108,12,11,10,276,1636.88,0.05,21.35,76.67,34945.56,0.55,1941.42,88,3,15,0,18,43,174,102,23,false
8,2,1,2,14,44.38,0.11,8.75,5.07,388.32,0.01,21.57,6,0,0,0,7,2,9,5,3,false
32,6,1,4,58,250.67,0.09,10.64,23.57,2666.24,0.08,148.12,21,8,1,0,9,11,32,26,11,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
10,2,1,2,15,51.89,0.23,4.38,11.86,227.03,0.02,12.61,6,1,1,0,7,4,10,5,3,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
46,2,1,2,97,505.32,0.13,7.59,66.55,3836.67,0.17,213.15,22,5,5,12,10,27,56,41,3,false
12,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,4,0,0,5,4,12,6,1,false
15,2,1,2,28,106.61,0.2,5,21.32,533.03,0.04,29.61,13,0,0,0,7,7,18,10,3,false
7,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,1,0,0,5,3,6,3,1,false
7,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,1,0,0,5,3,6,3,1,false
11,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1,false
42,5,5,4,95,498.55,0.05,18.89,26.39,9417.11,0.17,523.16,29,4,5,2,20,18,61,34,9,false
85,6,1,6,187,1060.74,0.06,17.14,61.88,18184.17,0.35,1010.23,56,17,7,3,16,35,112,75,11,false
11,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1,false
4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,false
6,1,1,1,15,53.77,0.29,3.5,15.36,188.21,0.02,10.46,2,0,0,0,7,5,10,5,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
10,1,1,1,16,55.35,0.28,3.6,15.38,199.26,0.02,11.07,6,0,0,1,6,5,10,6,1,false
10,1,1,1,16,55.35,0.28,3.6,15.38,199.26,0.02,11.07,6,0,0,1,6,5,10,6,1,false
19,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,4,0,0,5,4,12,6,1,false
78,10,1,10,168,816.14,0.06,16.5,49.46,13466.32,0.27,748.13,57,6,6,0,11,18,114,54,19,false
68,5,1,5,144,771.49,0.07,15.29,50.46,11794.86,0.26,655.27,51,3,6,0,15,26,91,53,9,false
61,8,5,8,142,760.77,0.05,18.78,40.5,14289.29,0.25,793.85,48,3,6,0,18,23,94,48,15,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
6,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,2,1,0,1,3,4,5,4,1,false
25,1,1,1,82,433.4,0.23,4.27,101.6,1848.73,0.14,102.71,16,1,3,3,7,32,43,39,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,2,2,2,0.5,4,1,0,0.06,2,0,0,0,1,1,1,1,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
18,2,1,2,26,106.27,0.16,6.19,17.18,657.57,0.04,36.53,14,0,0,0,9,8,15,11,3,false
16,2,1,2,25,100,0.16,6.43,15.56,642.86,0.03,35.71,13,0,0,0,9,7,15,10,3,false
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,false
48,5,5,4,125,665.24,0.06,18,36.96,11974.34,0.22,665.24,36,4,2,4,18,22,81,44,9,false
28,2,1,2,64,300.83,0.12,8.57,35.1,2578.53,0.1,143.25,24,0,2,0,12,14,44,20,5,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
28,2,1,2,65,305.53,0.12,8.57,35.65,2618.82,0.1,145.49,24,0,2,0,12,14,45,20,5,false
75,5,1,5,154,845.75,0.07,14,60.41,11840.44,0.28,657.8,58,2,9,0,15,30,98,56,9,false
14,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1,false
8,1,1,1,17,58.81,0.28,3.6,16.34,211.72,0.02,11.76,6,0,0,0,6,5,11,6,1,false
2,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,5,2,5,2,1,false
65,7,7,5,169,943.86,0.05,19.98,47.23,18860.9,0.31,1047.82,48,6,5,4,19,29,108,61,13,false
54,6,5,4,139,754.25,0.06,17.64,42.76,13304.98,0.25,739.17,41,5,3,3,18,25,90,49,11,false
13,2,1,2,29,110.41,0.15,6.67,16.56,736.09,0.04,40.89,9,1,1,0,8,6,19,10,3,false
18,2,1,2,35,136.74,0.15,6.86,19.94,937.65,0.05,52.09,14,0,2,0,8,7,23,12,3,false
5,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,2,0,0,0,6,4,7,4,1,false
4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,false
4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,false
5,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,2,0,0,0,6,4,7,4,1,false
12,1,1,1,34,136,0.17,6,22.67,816,0.05,45.33,7,0,1,0,8,8,22,12,1,false
12,1,1,1,34,136,0.17,6,22.67,816,0.05,45.33,7,0,1,0,8,8,22,12,1,false
46,5,5,4,109,583.97,0.06,17.27,33.81,10086.81,0.19,560.38,31,6,5,2,19,22,69,40,9,false
47,5,5,4,112,611.46,0.06,17.5,34.94,10700.49,0.2,594.47,32,5,6,2,20,24,70,42,9,false
39,4,1,4,70,350,0.1,9.92,35.28,3472.37,0.12,192.91,23,4,5,5,13,19,41,29,7,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5,0,0,1,6,4,9,5,1,false
9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5,0,0,1,6,4,9,5,1,false
49,4,3,3,139,796.18,0.07,14.4,55.28,11467.22,0.27,637.07,35,1,6,0,17,36,78,61,7,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
19,2,1,2,41,174.17,0.15,6.75,25.8,1175.61,0.06,65.31,14,0,2,1,9,10,26,15,3,false
32,3,1,3,62,301.19,0.11,9.34,32.22,2814.29,0.1,156.35,23,4,3,0,13,16,39,23,5,false
15,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,12,0,0,0,10,10,29,16,3,false
16,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,13,0,0,0,10,10,29,16,3,false
9,1,1,1,27,102.8,0.17,6,17.13,616.79,0.03,34.27,6,0,0,0,8,6,18,9,1,false
16,1,1,1,34,144.43,0.17,5.85,24.69,844.91,0.05,46.94,9,1,1,0,9,10,21,13,1,false
14,1,1,1,26,106.27,0.18,5.63,18.89,597.79,0.04,33.21,8,1,2,0,9,8,16,10,1,false
9,1,1,1,27,102.8,0.17,6,17.13,616.79,0.03,34.27,6,0,0,0,8,6,18,9,1,false
6,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,2,0,0,3,2,3,2,1,false
