,Text_ID,Product_Description,Product_Type,Sentiment
2186,4089,Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,5,3
5228,6166,So @mention is back from #sxsw and he's brought an iPad 2 *slips it into his bag* Jammy bugger,6,3
2345,906,#sxsw did my good deed ... returned a lost iPhone,9,2
4617,5222,The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw,9,0
4154,4921,Z1: Dawn of the Dead {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #zlf,9,2
1103,5067,"RT @mention ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",9,2
5739,2767,Hey People! Down here at #sxsw and we are about to launch @mention  Follow for all the details and a chance for a free iPad 2 !,6,3
2410,3314,"iPad design session at #sxsw is packed! (@mention Hilton, Salon J w/ 21 others) {link}",6,3
3119,5639,RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),9,2
2944,5808,RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,3,3
4203,8520,Mom (@mention quick - apply for a job @mention they need help identifying this bird through search!  #SXSW  {link},9,2
1319,2807,Today's Tech Tidbit: The iPad 2 Takes Over SXSW [VIDEO] {link} via @mention @mention #ipad2 #sxsw #tech,6,3
3379,6649,RT @mention Selfishness as seen through brands: Mac versus Apple. Apple wins: they are masters at being self-referential  #sxsw,9,0
3687,2080,"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",9,2
5544,47,HOORAY RT ÛÏ@mention Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link},2,3
5769,8047,Adloopz: Social Media Advertising done the easy way. Visit www.adloopz.com  #SXSW #sxswi #ipad,9,2
1157,1933,Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party {link} via @mention,9,2
6013,8593,Google introducing check-in status and rewards at #sxsw - mobile is where it's at. {link},9,3
1394,1266,Social Is Too Important For #Google To Screw Up With A Big Launch Circus {link} #socialmedia #sxsw,9,2
1045,8353,"If #sxsw taught me anything, its that I want an iPad 2 and I dont know why.",6,3
1315,3832,@mention iPhone + Android has to be 75-80% #SXSW,9,2
4508,6163,"RT @mention iReport on Austin Apple store, via @mention highlight from co-founder Josh Williams: {link} #sxsw",9,2
4074,4963,Here's Google Realtime for #SXSW {link} via @mention,9,2
3054,1326,"Brilliant win-win!  #Austin, #SXSW and #iPad2:  {link}",6,3
1804,521,Who wants free #music? Free #SXSW sampler album on #iTunes. Download it now. (Link opens iTunes) {link},9,2
4507,4330,Fab! RT @mention RT @mention So @mention just spilled the beans: next platform 4 #Flipboard is the iPhone.workin on it. #sxflip #SXSW #SXSWi,7,3
1201,2983,Maybe someone that gets the #ipad2 at #SXSW will hand me their old iPad instead of throwing it away,9,3
1433,8182,NU user RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,9,2
3374,7413,Pop up apple store in Austin @mention the #sxsw - LIVE at {link},9,2
986,6609,RT @mention RT @mention Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,6,3
894,7119,"packing for #sxsw = iPad, iPhone, BlackBerry, laptop, and video camera. Need a stylish belt-clip-gadget-holster. Or is that an oxymoron? #in",9,2
592,7036,I think google circles was an effect of crop `circle` #SXSW #randomly,9,0
6035,8473,@mention this is for android too! RT @mention #SXSW GO for Blackberry is now available! {link},9,3
864,3720,Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot. #sxsw,9,2
3849,5959,RT @mention Hand-Held Û÷HoboÛª: Drafthouse launches Û÷Hobo With a ShotgunÛª iPhone app #SXSW {link},7,3
4118,6779,RT @mention Theres a class war forming here at #sxsw. iPad 2 owners vs. first gen owners.,9,2
6224,6634,RT @mention RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
2482,783,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw rt @mention via @mention",9,3
4444,3709,"WeÛªre giving away 5 dual compatible juice pack airs for iphone 4 NOW! First come, first serve in front of Hall 3 #winning #SXSW",9,2
2367,4000,I feel like Harry in #dumbanddumber in this #SXSW panel with all these google peeps #understandinghumans,9,2
1852,1924,"Guy Kawasaki ex Apple Evangelist talking eloquently about the art of enchantment - changing, hearts, minds and actions #sxsw",9,2
162,7643,"aight, here's my wed + thurs list of #sxsw possibilities: {link} i hope to see all my twitter buds out + about atx this week!",9,2
5662,2457,Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.,9,2
3498,8366,last minute venue change for #eecms #sxsw meetup at noon: Pecan St. Cafe: {link} Trinity and 6thish,9,2
6002,8344,Everyone talking about #SXSW is somehow making me upset I'm in Europe and not America. I wanna see the makeshift #Apple store. #ipad2,2,3
1285,2179,"5th Ave, Austin #sxsw #ipad2 lines. {link}",9,2
3518,921,"HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",9,2
6101,8222,"Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",9,2
2448,2018,Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link} #sxsw,9,3
765,7356,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",3,3
4564,733,I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...,6,3
3249,1819,"There is a great festival #app for #sxsw featured on the app store works with google maps and plan schedule, and it's #free",7,3
3013,4075,"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",6,3
637,2043,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",2,3
1980,373,Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,3,1
394,6227,RT @mention Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,9,2
1620,191,(The iPad 2 queue at #sxsw of course,9,2
3744,3532,apple might not be joining the nfc bandwagon:{link} RT @mention slides for my NFC/RFID talk at #sxsw {link},9,2
6223,4118,From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,9,2
2105,7220,Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},7,3
3237,2062,New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},9,2
5183,4855,"#Google to Launch Major New Social Network Called #Circles, Possibly Today {link} #sxsw",9,2
5343,5335,"RT @mention ÷¼ As right as rain! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi
#classical #newTwitter",9,2
2012,7651,Another great review of Super Kaiju Hero Force: &quot;The jokes are a little childish but who am I to judge since I'm 13.&quot; LOL! #iphone #sxsw,9,2
2899,3854,"#SXSW GO is available on 5 platforms - iPhone, iPad, Android, Windows Phone 7, and Blackberry.  Download it at {link}",9,2
1699,5556,RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,9,2
3399,2055,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",2,3
6300,9049,@mention you can buy my used iPad and I'll pick one up tomorrow ;-) #sxsw,9,3
3619,6397,RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad,9,2
471,630,Wonder if I can fit an iPad 2 in my luggage as I'm packing for Austin? Hmmm. #sxsw,9,2
4887,8875,@mention We can offer an apple and some tinfoil. #sxsw?,9,2
4460,1842,Not just a rumor: the pop-up Apple Store at #SXSW exists...and they're still selling iPads.  {link},9,2
3540,548,I have to go to SXSW next year! RT @mention Apple to open temporary store at #SXSW {link},9,2
6225,2759,"Mr. Google, @mention : Do you recommend submitting to article banks as an SEO strategy? {link} (I'm not a big fan.) #sxsw",9,2
4038,1967,Marissa &amp; the Google crew recommend Amy's Ice Cream in Austin  #SxSW,9,2
3644,2106,"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss. #SXSW #fb",9,2
383,2932,HA! RT @mention ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,2,3
706,5589,RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention #google #SXSW,9,2
5686,1067,@mention  Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSW i{link} see us booth 437,9,2
3301,332,"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW",2,3
4746,7669,Google fires a shot at Foursquare with check-in rewards and titles {link} #sxsw,9,2
695,7310,First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,9,3
2120,1283,Apple pop up store... line is ridic. #sxsw  {link},2,1
5270,592,Future of Google: Contextual discovery. Location + context helps us go deeper than ever. Searches without search @mention #sxsw,3,3
1017,1352,"_¼ÛÄ___ü ___¡  _____«_µ... &gt;&gt; @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,3
2520,7015,"So the phones around me are Blackberry, iphone and android a distant third. #sxsw",9,2
3092,18,"Just added my #SXSW flights to @planely. Matching people on planes/airports. Also downloaded the @KLM iPhone app, nicely done.",7,3
1605,4543,iPad 2 line is easily 300 deep! #sxsw  {link},9,2
2744,7019,6th and Congress in the Scarborough bldg. RT @mention So where is this temporary apple store setup? #sxsw,9,2
4916,5529,"RT @mention Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",9,2
5130,8886,"@mention Well, I hope you make it easier for me to FIND you. I have a little Android who wants to say HI! #sxsw#",0,3
3607,2919,#Apple Opening Temporary #iPad2 Store to Handle #SXSW Demand {link},9,2
4625,6472,RT @mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,9,2
3876,3150,iTunes offers up a free SXSW sampler featuring a selection of 22 of this year's performers - {link} #iTunes #SXSW,9,2
4756,8336,"&quot;Mistakes I Made Building Netflix for the iPhone&quot; incredible detail, code wankery, needs to give away hard copy. #sxsw #netflixiphone",9,2
842,1146,Hopefully the best thing that comes from #SXSW isn't the fact people flew to Austin to pick up an iPad.,6,3
2229,4859,"#Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sm #sxsw",9,2
1175,2749,"Hey iPhone users: if you have both Instagram and Hipstamatic, which do you enjoy using more? #SXSW week is sure making things interesting.",9,2
2814,344,I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw,6,3
5152,2804,#SxSW Giveaway! Free QR codes for your business cards and convention badges! Get them at booth #1315 by @mention {link},9,2
6177,3432,"&quot;We haven't done tablet stuff yet. It's hard enough for us to keep up with the android, iphone and bberry!&quot;  @mention #swswi #checkins #sxsw",9,2
5447,5129,RT @mention @mention Help us get the word out about our #sxsw party featuring @mention and our iPad2 giveaway? {link},9,2
5210,4073,"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",9,2
6266,7664,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,6,3
1262,2392,"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}",2,3
472,6840,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxsw #quake,9,2
3933,2986,#SXSW. Peep the awesome product video - @mention can't compete with these games. - {link} - CC @mention  @mention,9,0
4491,8144,DAY 4: SXSWi WRAP-UP with Tracy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET,9,2
5031,1157,"Oh, 'ware the Ides of March.  Location: {link}  #sxsw",9,2
3286,4025,#SXSW folks: anybody going to the iPad/Android panel at 3:30?,9,2
5418,5534,"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",6,3
3206,6558,RT @mention RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],2,3
2194,2985,Google+Deep Eddy Sweet Tea vodka+ GSDM cool factor #SXSW (@mention GSD&amp;M w/ 120 others) {link},9,3
3373,2381,#iPad2 rocks #SXSW (@mention Apple POP UP Store) {link},6,3
5131,1996,@mention android dev #sxsw @mention {link},9,2
2135,929,Is anyone NOT hopping on this groupon bandwagon?! ÛÏ@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link},9,2
5159,1473,SHITE APP. :( RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsoÛ_ (cont) {link},7,1
3804,8606,What's better than sweets? A new iPad just in time for #sxsw,6,3
254,2271,Success! Blah panel but found an open outlet to charge up the old iPad. #SxSW #fb,9,2
4845,8018,Now at designing iPad interfaces from AKQA's @mention  great HTML5 session earlier from @mention #sxsw,9,2
4987,4115,Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,2,3
5479,8824,Woah #SXSW is the buzz word i wake up to!  I had to Google it to work out what it was!! #ImAnAussie,9,2
1213,9032,"@mention yeah, we have @mention , Google has nothing on us :) #SXSW",9,0
1461,3784,"Last session of #sxsw for me - HTML5 with reps from google, ms, opera and mozilla.",9,2
5995,1514,Google 80's party at Maggie Maes #Sxsw... Got some free glow in the dark shades,9,3
570,464,"Before It Even Begins, #Apple Wins #SXSW: Over the past week, thereÛªs been a major dilemma inÛ_ {link}",9,2
