experience,job_description,job_desig,job_type,key_skills,location,salary
10-14 yrs,Must have handled brands in the personal care /skincare / /hair care category;We invite applications ...,Category Head - Marketing - FMCG,,"Developing Marketing Strategies, Btl, Atl, Consumer Insights...",Anywherein India,15to25
13-15 yrs,- Desired 2-4 years of relevant experience in retail/media domain;- Must have 2-4 years of hands on ...,Senior Manager - Retail Analytics - Analytics Firm,Analytics,"SAS, Logistic Regression, Chaid, R, Data Analytics, Anova, Excel...","Bengaluru, Delhi NCR",25to50
12-15 yrs,"Demonstrable experience with one or more of the following technical areas: digital transformation, ...",Delta Technology is Hiring -senior Pre-sales Consultant,,"presales, Presales Consultant, IT Sales Manager, SAAS, sales",Hyderabad(Madhapur),15to25
5-10 yrs,Experience :3 - 10 Years (Minimum 2 years in hard core recruitment/Talent Acquisition);( indepth ...,Practice Head - IT Recruitment - Executive Search Firm,,"it recruitment, hr, executive search, hiring, talent acquisition...",Bengaluru,15to25
3-4 yrs,"- Experience in creating attractive, user-friendly content for facebook posts, twitter, Instagram, ...",Social Media Manager/content Writer,,"journalism, mass communication, content writing, editorial, social media...",Delhi NCR,10to15
10-12 yrs,"- IT Governance, ITIL Framework, PMP/PRINCE2 certification, SAP FI/CO Certification;- Should have 3 End ...",SAP FICO Consultant - FMCD,,"Asset Accounting, Finance, Co, SAP FICO, Profitability Analysis, Ap, Profit...",Mumbai,6to10
2-5 yrs,"Work from home full/ part time,  virtual opportunities & more;Experience in software QA test ...","Quality Assurance Analyst, Associate (automation Testing)",,"Quality Assurance Analyst, Flex, LAN, Application support, Coding...",Chennai,3to6
13-23 yrs,Ensuring that negative findings / variances found whilst conducting the cross checks are addressed with ...,Risk Manager Systems,,"Sales Management, Customer Service, Auditing, Information Security...","Mumbai, Mumbai Suburbs",15to25
3-5 yrs,Candidate must have knowledge in  LEAD GENERATION CAMPAIGN;Skills Required :;And 2 - 5 years ...,Senior Digital Marketing Executive.,analytics,"seo, digital marketing, google analytics, google adwords...",Kolkata(Gariahat),0to3
3-8 yrs,Strong written and verbal communication skills required;Required Skills	4 - 8 years of experience ...,Integreon- Network Engineer- Mumbai,,"Networking, Switching, CCNP, CCNA, WAN Connectivity, Ip Routing, Cisco VOIP...",Mumbai,3to6
8-13 yrs,- Excellent test skills with experience in testing large scale systems; web based preferable;A minimum ...,Testing/ Lead/ Manager,,"protractor, automation testing, test lead, test cases, node.js...",Noida,10to15
8-10 yrs,- Hands on Experience in managing large delivery of BFSI staffing project;Experience working with ...,Delivery Manager - Contract Staffing - BFSI Domain,,"recruitment, alliances, promotions, strategy development...",Bengaluru,25to50
8-10 yrs,"Preferred experience: Have handled multiple projects (Business process re-engineering, Six Sigma, ...",Manager Business Excellence / Process Excellence / Project Management,,"process excellence, process improvement, business excellence...",Gurgaon,10to15
0-5 yrs,*Have a good attitude - should be committed to the work;*Have a good attitude - should be committed to ...,Top KPO / BPO Firms Hiring Fresher / Experienced for Non-voice Profile,,"semi voice process, semi voice, non voice, non voice process, fresher...",Bengaluru,0to3
15-20 yrs,- Should be a team player & work towards achieving the company goal & objectives;- 15+ years of ...,General Manager - Sales & Marketing - Payment Gateway,Analytics,"Marketing Analytics, B2B Sales, Branding, Sales Forecasting...",Mumbai,25to50
0-2 yrs,,Hiring For International Business Development Executive Job - Ahmd,,"International Business Development, Market Research, Promotions...",Ahmednagar,0to3
1-5 yrs,,Mapping Integrity Analyst,,"Medical Coding, Medical Coding Analyst, Non CPC, cpc...",Gurgaon,3to6
0-2 yrs,,Looking for Siebel CRM Developer,analytics,"Siebel CRM, siebel configuration, siebel analytics","Chennai, Hyderabad, Pune",0to3
4-7 yrs,Should be able to take onus on collections from financial institutions within timelines;Should have ...,Mortgage Services Business- Lead,,"escalation management, customer experience, home loans, Leadership...",Mumbai,15to25
1-5 yrs,1-5 years of experience in a similar role (preferably client-side);Good experience in managing medium to ...,Urgent Opening for Adwords Analyst,analytics,"google analytics, google adwords, ppc, bid management",Pune,3to6
5-8 yrs,Should possess good people skills;Must be a smart individual with solution oriented approach;Should be a ...,Business Development Manager- Franchise Business,,"marketing, competitor analysis, international business, international sales...",Mumbai,6to10
3-7 yrs,3-7 year experience in QC dept in API industry ( Fresher please dont apply we need experience candidate ...,Looking for Experience Q.C. Chemist for API Industry,,"UV, KF, GC, HPLC, Method Validation, Finished Products...",Mumbai(Mira Road),0to3
3-6 yrs,Creative Problem-Solving: Approaching data organization challenges with a clear eye on what is important ...,Machine Learning Engineer,analytics,"machine learning, python, data mining, spark, algorithms, analytics...",Kolkata,10to15
8-12 yrs,- Experience in retail domain with knowledge across customer lifecycle is must;- Candidate should have ...,Senior Associate Vice President - Retail/media Analytics - Iit/iim/nit,Analytics,"Retail Analytics, Media Analytics, Analytics, SAS, Banking, Retail",Bengaluru,15to25
2-6 yrs,"Experience in data analysis and reporting;Hands on experience on paid social like Facebook, Linkedin etc ...",PPC Manager,Analytics,"Google AdWords, Google Analytics, Manager PPC, Pay Per Click, Facebook...",Noida,6to10
10-20 yrs,Candidate experience - 6+ years experience post MBA + Experience in managing processes management and ...,Chief Manager - Campaign Mgt. & Direct Sales (annuity)- Life Insurance,,"sales operations, resource allocation, sales strategy, selling skills...","Mumbai, Pune, Ahmedabad",10to15
1-3 yrs,8-12 years prior experience in a reputed FMCG company;Should have handled both retail and wholesale in ...,Area Sales Manager - General Trade,,"Area Sales Management, FMCG, Secondary Sales, General Trade...","Coimbatore, Vijayawada, Kochi",10to15
2-3 yrs,1.Full-time Web and App development.  2. Handling the Database of the whole company.  3. ...,IT Team Lead/full Stack Developer/web App Developer,,"Javascript, CSS, HTML, Ionic Framework, Bootstrap, PHP, Phonegap, Java, XML...",Gurgaon(Palam Vihar),3to6
4-9 yrs,Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels ...,AVP - Digital Marketing,,"Digital Marketing, SEM, Social Media",Bengaluru,25to50
2-6 yrs,"- 2-5 years of experience, preferably with building e-commerce products;- Willingness to get hands dirty ...",Product Manager - Ecommerce - Iim/mdi/isb/fms,,"Product Manager, eCommerce, product development, Online Product Management,...",Mumbai,10to15
3-5 yrs,Very good understanding of database concepts;3 to 5 years of experience in the field of software QA and ...,Excellent Opening for Manual Automation Test Engineer with Microfocus,,"selenium, automation testing, core java, software qa, javascript...",Bengaluru,3to6
0-3 yrs,,Walking For Sales / Marketing & BDM,,"marketing management, retail distribution, selling, banking products...",Pune,0to3
2-4 yrs,,Software Developer,,"coding method, database design, database architect, html...",Bhilai/Bhillai,0to3
3-4 yrs,,Urgent Requirement Data Analysts for Rohini Delhi,,"data analysts, facts, figures analyze, interpret to find conclusion...",Delhi(AD Block Pitampura+25),0to3
3-5 yrs,Good communications skills in English and as a player in a global team environment and matrix reporting ...,Master Data Management - Pp_qm_pm_ps,,"excel, master data management, system analysis, data loader, ms access",Bengaluru(Whitefield),0to3
12-16 yrs,- Experience in defining and executing professional software engineering best practices for the full ...,Head/ VP/ GM - Engineering - Python/java/c++,,"c++, java, python, new product development, technical design...",Bengaluru,25to50
8-12 yrs,Must be able to guide team members in analysis;Should be able to deliver results back to the Client ...,Senior Manager - Machine Learning - Python/ml/nlp/text Mining - IIT,,"machine learning, text mining, nlp, python, client relationship...","Gurgaon, Gurugram",15to25
5-8 yrs,Required Qualifications:Lean/ Six SigmaProblem SolvingProject ManagementMinitabMS ExcelMS ...,"Senior Business Analyst - IE - Noida, UP",,"Senior Business Analyst - IE - Noida, UP",Noida,6to10
5-10 yrs,Provide input into the strategic plan by furnishing required market intelligence data and analysis ...,"Assistant Manager - Market Intelligence, Hyderabad",,"market intelligence, data analysis, competitive intelligence...",Hyderabad,6to10
4-6 yrs,"Manage end to end delivery including requirement gathering, solution design and business recommendation ...",Adobe Analytics Developer,Analytics,"HTML, CSS, Javascript, Ajax, Web Development, Java, Adobe Analytics...",Bengaluru,6to10
3-5 yrs,Minimum work experience of 1 - 2 years in handling P&L;Prior experience in leading a category and/ ...,Assistant Manager - Revenue & Pricing Strategy,,"Pricing, Pricing Strategy, P&L, process optimization, consulting...","Gurgaon, Gurugram",10to15
1-3 yrs,,SEO Specialist,,"seo, keyword analysis, competitor analysis",Hyderabad,0to3
3-5 yrs,,Programmer/ Analyst,,"hr, payroll, finance, system implementation, system programming...",Bengaluru,6to10
6-8 yrs,"6 - 8 years of hands on Automotive Industry experience in software development, and implementation/develo ...",Deputy Manager/ Manager - Software Quality,,"instrumentation engineering, international process, process definition...",Pune,15to25
7-10 yrs,,Tech Lead - Business Intelligence & Data Science & Analytics,Analytics,"Predictive Analytics, Statistical Modeling, Business Intelligence...",Mumbai,10to15
5-8 yrs,"Perform analysis of best practices and emerging concepts in DevOps, ability to define minimum viable ...",Devops Architect - Premium Institute,,"Devops Architect, Devops, Data Lake Store, Azure data Factory, ADLA...",Bengaluru,10to15
1-6 yrs,"Track and prepare write-ups on the Pre IPOs/ Unlisted shares and any new Investment Product, if required ...",Sr. Research Analyst,,"Finance, Financial Analysis, Research Analysis, Investment Banking...",Mumbai,0to3
6-10 yrs,Manager - Analytics - KPO (6-10 yrs)  Key Responsibilities :  - Understand the business ...,Manager - Analytics - KPO,Analytics,"Data Analytics, Business Intelligence, Communication Protocols...","Bengaluru, Mumbai",15to25
9-13 yrs,3-5+ years experience with JavaScript and PHP;3 + years experience in API application Backend Automation ...,Team Lead_qa Automation,,"automation testing, selenium webdriver, exploratory testing, api testing...",Pune(Senapati Bapat Road),15to25
2-5 yrs,,Techno Financial,,"Analytical, SQL, MS Access, ODBC, Web development, VBA, Finance, Research...",Bengaluru,6to10
2-7 yrs,,Consultant Knol,,"oracle, mysql, product development, application development, open source...","Delhi, Delhi",6to10
10-14 yrs,"An exciting leadership job opportunity with a leading, global group with a strong foothold in specialty ...",Business Intelligence Manager - Finance (10-12 Yrs.),,"Financial Accounting, Mba Finance, Financial Management, Consolidation...",Mumbai,25to50
4-8 yrs,"- 4-8 years of strong hands-on experience in Artificial Intelligence (AI), Machine Learning (ML), NLP, ...",Principle Machine Learning Engineer - Ecommerce,,"Deep Learning, Digital Marketing, NLP, Neural Networks, Data Science...",Gurgaon,15to25
8-12 yrs,- Excellent English written and verbal communication skills enabling the development of good ...,Lead/ Manager/ Senior Manager/ Associate Director - Valuation - IPC,analytics,"valuation, npv, accounting, finance, data analytics, due diligence...",Mumbai,15to25
8-10 yrs,"Must possess strong communication, analytical skills, and should have a flare for communication via ...",Case Manager,,"Recovery, Follow Ups, Analytical Skills",Gurgaon,10to15
1-5 yrs,,Mule Enterprise Service Bus (esb),,"XML, Troubleshooting, JSON, Maven, Business process, Outsourcing, GIT...",Mumbai,6to10
1-5 yrs," Research Executive/Research Analyst  would be principally responsible for interpreting data, ...",Urgent Hiring-- Research Analyst,,"market research, market analysis, research analysis, qualitative...",Delhi(B1 Block Janakpuri),6to10
