ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents,target
3459,0.530960507,51,2,0.151082251,2309,10,1,0,0,0,1
3460,0.315455721,72,0,0.580209895,2000,8,0,1,0,0,0
3461,0.745738933,63,3,0.72425829,4583,11,0,1,0,0,1
3462,0.044791042,92,0,0.00119976,5000,1,0,0,0,0,0
3463,0.042229686,55,0,0.198125641,6828,5,0,2,0,0,0
3464,0.337527063,73,0,0.306972093,11000,17,0,2,0,0,0
3465,0.169395899,35,0,0.196779964,558,2,0,0,0,0,0
3466,0.00119976,64,0,0.689265537,2300,5,0,1,0,1,0
3467,0.9999999,40,0,0.006959443,4166,0,1,0,0,3,1
3468,0.053656049,45,0,0.054539884,9790,9,0,0,0,2,0
3469,0.083525611,33,0,0.128774245,5000,6,0,2,0,0,0
3470,0.67329217,53,0,0.467996947,9170,11,0,2,0,1,0
3471,0.307546921,59,0,3661,nan,7,0,1,0,3,0
3472,0.179905563,31,0,0.495011512,3908,13,0,2,0,0,0
3473,0.254763624,39,0,0.360161138,11666,7,0,1,0,1,0
3474,0,34,2,0.488061127,3140,9,0,1,0,1,0
3475,0,49,0,0.699762846,12649,12,0,3,0,0,0
3476,0.9999999,62,1,2110,nan,4,0,1,0,0,0
3477,0.421299761,49,0,0.394252232,7167,19,0,1,0,2,0
3478,0.125391387,54,0,0.276909797,11584,10,0,2,0,0,0
3479,0.151973963,77,0,0.190809191,2001,3,0,0,0,0,0
3480,0.076192381,70,0,0.006468686,3400,4,0,0,0,0,0
3481,0.164461835,39,0,2797,nan,6,0,1,0,0,0
3482,0.007182445,59,0,0.223449216,7334,12,0,2,0,0,0
3483,0.880622408,60,1,0.367380244,10416,11,0,2,0,0,0
3484,0,58,0,0.145817774,5355,4,0,0,0,1,0
3485,0.19177938,38,0,0.491754123,2000,8,0,1,0,0,0
3486,0.401799894,58,0,0.347455949,5050,7,0,1,0,0,0
3487,0.543903306,53,0,0.114359415,4651,8,0,0,0,0,0
3488,0.31324725,30,0,0.114670177,6836,5,0,0,0,1,0
3489,0.708234174,55,3,2459,nan,10,0,2,0,0,1
3490,0.881941204,47,0,0.586715867,1625,6,1,0,0,0,0
3491,0.190439709,53,1,0.070461635,67000,11,0,2,0,2,0
3492,0.342432034,57,1,2874,nan,15,0,2,0,0,0
3493,0.024177708,69,0,903,nan,7,0,1,0,0,0
3494,0.227325756,53,0,0.082487196,11128,19,0,0,0,0,0
3495,0.030541753,52,0,0.168787676,4478,3,0,1,0,0,0
3496,0.044561804,59,0,1595,0,7,0,1,0,2,0
3497,0.726012744,48,0,1.101559376,2500,7,0,2,0,1,0
3498,0.082875846,41,0,0.383936011,6000,14,0,2,0,3,0
3499,0.30028332,58,0,3615,nan,13,0,2,1,0,0
3500,0.711237719,40,2,0.57706049,8116,9,1,2,0,1,1
3501,0.147872892,55,0,0.234692077,17000,11,0,2,0,2,0
3502,0.040806774,29,0,0.285567364,5833,5,0,1,0,0,0
3503,0.028982068,51,0,0.053595712,12500,5,0,0,0,1,0
3504,0.004407374,46,0,0.289156627,3236,5,0,1,0,2,0
3505,0.096752358,35,0,0.18530245,6000,23,0,0,0,0,0
3506,0.108635655,48,0,5774,nan,9,0,5,0,0,0
3507,0.048747563,57,0,0.070923126,6217,4,0,1,0,0,0
3508,0,26,0,0.084269663,533,1,2,0,0,2,1
3509,0.053176061,64,0,1740,nan,11,0,1,0,0,0
3510,0.078474137,31,2,0.268060995,12000,7,0,1,0,0,0
3511,0.145202611,37,0,0.1412219,7250,4,0,0,0,0,0
3512,0.000132625,41,0,0.429550908,5833,10,0,1,0,2,0
3513,0.300389039,65,1,0.546342271,12083,21,0,2,0,1,0
3514,0.276693644,40,1,0.680188544,7000,16,0,2,0,1,0
3515,0.038665636,46,0,0.236617443,8667,9,0,1,0,2,0
3516,0.099069418,67,0,1609,nan,8,0,1,0,0,0
3517,0.386863559,41,0,0.829552926,6083,12,0,2,0,0,0
3518,0.475711244,51,0,0.517495396,3800,7,0,1,0,1,0
3519,0.564996328,51,0,0.346033729,1600,4,0,0,0,0,0
3520,0.974792261,32,3,1.383846356,3800,11,0,3,0,4,1
3521,0.310491826,56,0,0.193222479,4750,7,0,1,0,0,0
3522,0.055957762,68,0,0.020391843,2500,6,0,0,0,0,0
3523,0.245599874,42,0,0.926661669,8003,15,0,5,0,3,0
3524,0.167412509,49,1,0.076581247,6750,10,0,0,0,0,0
3525,0,79,1,2,nan,6,0,0,0,0,0
3526,0.014249644,66,0,0.015984016,1000,2,0,0,0,0,0
3527,0.532744167,35,0,0.239034795,7500,12,0,2,0,0,0
3528,0.249558181,59,0,2175,nan,9,0,1,0,2,0
3529,0,60,0,0.578962054,3583,7,0,1,0,0,0
3530,0.035999363,89,0,0.288053366,1648,7,0,0,0,0,0
3531,0.052371522,56,0,0.011134308,7184,2,0,0,0,0,0
3532,0.038381141,50,0,0.152130441,6500,12,0,1,0,0,0
3533,0.441912454,64,3,7582,nan,19,0,2,1,0,0
3534,0.262373763,32,0,0.23244189,4000,8,0,0,0,0,0
3535,0.560878244,50,0,834,nan,2,0,1,0,1,0
3536,0.613901362,50,0,0.273156986,11000,8,0,2,0,0,0
3537,0.008634527,61,0,0.152637147,6616,7,0,1,0,0,0
3538,0.110626005,78,0,0.065089779,11583,8,0,0,0,0,0
3539,0.007035051,66,0,0.057608264,5033,12,0,1,0,0,0
3540,0.004092833,47,0,2018,nan,9,0,1,0,0,0
3541,0.166975688,54,0,0.344813655,9900,6,0,2,0,2,0
3542,0.440775341,72,0,0.2504363,4583,9,0,0,0,2,0
3543,0.123991143,42,0,0.322534197,12500,6,0,2,0,1,0
3544,0,70,0,1.282679739,611,7,0,2,0,0,0
3545,0.067120805,45,0,2555,nan,5,0,2,0,0,0
3546,0.972232905,40,3,1.179950014,3600,10,1,4,1,1,1
3547,0.817085099,58,1,0.194561088,5000,6,0,0,0,0,0
3548,0.006329263,55,0,0.124310055,4166,3,0,0,0,1,0
3549,0.003324161,73,0,0.002855103,1400,4,0,0,0,0,0
3550,0.064793409,75,0,0.322903188,8500,15,0,3,0,1,0
3551,0.9999999,61,0,0.001420051,3520,1,0,0,0,0,0
3552,0.014998636,49,0,0.780129336,1700,4,0,1,0,0,0
3553,0.003359529,57,0,2473,nan,24,0,3,0,0,0
3554,0.17588426,63,0,0.243410289,5500,11,0,1,0,1,0
3555,0.9999999,32,0,0,3750,0,1,0,0,3,0
3556,0.307869213,53,1,0.424597764,11000,6,0,3,0,1,0
3557,0.187003754,50,0,0.587661546,4100,5,0,1,0,0,0
3558,0.133440951,54,0,0.651569738,13600,8,0,3,0,4,0
3559,0,35,0,0.608821242,9000,8,0,3,0,2,0
3560,0.712165374,52,0,0.219445139,4000,13,0,0,0,0,0
3561,0,54,0,0.180681427,8716,10,0,1,0,0,0
3562,0.292670733,55,0,2642,nan,4,0,1,0,3,0
3563,0.09631241,29,0,0.067418426,4167,6,0,0,0,0,0
3564,0.034465324,50,0,0.378210439,4827,4,0,1,0,0,0
3565,0.099420766,62,0,0.434565435,1000,8,0,0,0,0,0
3566,0.268524383,67,1,0.865056227,2400,5,0,2,0,1,0
3567,0.034177541,51,0,0.33352081,5333,12,0,1,0,0,0
3568,0.032890111,37,0,0.144142643,6000,8,0,1,0,1,0
3569,0.298773749,32,0,0.393677384,3700,11,0,0,0,0,0
3570,0.228348139,77,0,0.514637658,6250,21,0,1,0,0,0
3571,0,55,0,1178,nan,19,0,1,0,0,0
3572,0.170731707,64,0,0.164967563,4315,4,0,1,0,3,0
3573,0.1262633,40,0,0.682219242,14166,10,0,2,0,2,0
3574,0.947817059,70,0,4471,nan,10,0,1,0,0,0
3575,0.457662003,88,0,0.300206505,3873,18,0,0,0,0,0
3576,0,37,0,0.091171108,17000,2,0,1,0,0,0
3577,0.022098011,63,0,0.242501,7500,17,0,2,0,0,0
3578,0.020314997,47,0,0.182744501,10500,17,0,1,0,0,0
3579,0.801448481,64,0,3259,nan,10,0,0,0,1,0
3580,0.984611389,51,1,0.103448276,4900,8,1,0,0,0,0
3581,0.9999999,61,3,0.597867141,4500,13,0,3,0,2,0
3582,0.093869133,87,0,685,nan,5,0,1,0,0,0
3583,0.174794174,90,0,0.422003929,2544,5,0,1,0,0,0
3584,0.020886659,41,1,1.000666223,1500,5,0,1,0,0,0
3585,0.145503029,58,0,0.425414365,3800,15,0,1,0,0,0
3586,0,38,0,0.828021497,8000,9,0,3,0,3,0
3587,0.015536548,67,0,0.155537785,2500,4,0,0,0,0,0
3588,0.088509958,29,0,2816,nan,6,0,2,0,0,0
3589,0.465622114,32,0,0.306154246,3850,5,0,0,0,2,0
3590,0.002986435,72,0,1271,nan,9,0,0,0,0,0
3591,0.07854039,37,0,0.127343245,4640,4,0,0,0,2,0
3592,0.018899055,62,1,1517,nan,5,0,2,0,0,1
3593,0.001068662,43,0,1.361919347,5876,13,0,6,0,4,0
3594,0.273376935,29,0,587,nan,8,0,0,0,0,0
3595,0.597964147,35,0,0.474338196,1850,7,0,0,0,2,0
3596,0.955474852,31,0,0.563641175,7557,17,0,2,0,2,0
3597,0.225102584,47,0,0.331958505,8000,17,0,1,0,0,0
3598,0.000221556,44,0,0.228620411,19831,10,0,1,0,2,0
3599,0.098956272,57,0,0.017210035,8250,2,0,0,0,0,0
3600,0.031397875,47,0,0.062149008,10683,3,0,1,0,1,0
3601,0.7509038,30,1,0.120606155,6400,6,1,0,0,0,1
3602,0.003999917,70,0,0.169478815,8000,8,0,1,0,1,0
3603,0.046415495,55,0,724,0,6,0,0,0,0,0
3604,0.356550722,41,0,0.031242189,4000,2,0,0,0,2,0
3605,0.826128266,36,0,0.07532078,6000,3,0,0,1,0,0
3606,0.9999999,87,0,0.011423132,2100,5,0,0,0,0,0
3607,0.051547423,45,0,0.51109778,3333,4,0,1,0,1,0
3608,0.867455686,58,0,0.784253051,5816,12,0,3,0,0,0
3609,0.144309282,24,0,0.00684369,3652,4,0,0,0,0,0
3610,0.219835804,69,3,0.516918647,12500,8,0,3,0,1,0
3611,0.043190141,71,0,1783,nan,10,0,1,0,1,0
3612,0.402665929,44,0,0.145365979,7800,9,0,0,0,0,0
3613,0,41,0,0.310335782,7623,7,0,2,0,2,0
3614,0.000464637,50,1,0.172056132,4916,4,0,1,0,0,0
3615,0.015881861,53,0,0.106304836,4900,6,0,1,0,1,0
3616,0.316715023,83,0,0.423288356,2000,5,0,0,0,0,0
3617,0.001817922,72,0,1544,nan,8,0,1,0,0,0
3618,0.036454819,49,0,0.085076597,25000,7,0,1,0,0,0
3619,0.010350747,55,0,29,nan,6,0,0,0,nan,0
3620,0.013996001,78,0,0.002416918,3309,3,0,0,0,0,0
3621,0.062120689,56,0,0.284083913,21116,12,0,3,0,2,0
3622,0.573024314,56,7,0.394758228,4921,14,0,1,0,0,1
3623,0.581681255,48,0,0.807162534,6533,10,0,2,0,0,0
3624,0.108719164,40,0,0.205980383,10500,17,0,1,0,0,0
3625,0.046296046,89,0,791,nan,4,0,1,0,0,0
3626,0.196727317,39,0,2225,nan,11,0,2,0,0,0
3627,0.819552164,48,0,0.421583271,8033,13,0,1,0,2,0
3628,0.037132096,54,3,1085,nan,9,0,2,0,0,0
3629,0.091747133,64,0,2196,nan,10,0,1,0,0,0
3630,0.603412687,54,1,0.963928727,2300,7,0,1,1,0,0
3631,0.552990627,46,1,0.109875295,8900,11,0,0,0,0,0
3632,0.090272311,50,0,0.362469136,10124,20,0,3,1,2,0
3633,0.187665903,43,0,0.546100866,4500,15,0,1,0,2,0
3634,0.045909077,40,0,0.151840314,17333,6,0,1,0,1,0
3635,0.004200495,59,0,521,nan,5,0,1,0,0,0
3636,0.533133352,73,0,245,nan,10,0,0,0,nan,0
3637,0.022890862,64,0,77,nan,3,0,0,0,0,0
3638,0.887155258,64,1,0.628612979,5500,12,0,2,0,3,0
3639,0.253193837,41,0,650,nan,7,0,0,1,0,1
3640,0.004857489,45,0,0.4130539,14600,15,0,3,0,0,0
3641,0.009553982,63,0,0.000567151,8815,3,0,0,0,0,0
3642,0.052485068,63,0,1930,nan,9,0,1,0,nan,0
3643,0.12756653,31,1,0.016920877,4195,3,0,0,0,0,0
3644,0.192013194,75,0,2135,nan,18,0,2,0,1,0
3645,0,64,1,0.446996466,7923,14,0,2,0,2,0
3646,0.334479122,38,0,0.187130435,5749,10,0,0,0,0,0
3647,0.136917106,76,0,0.210580913,1927,14,0,0,0,0,0
3648,0.057925319,82,0,45,nan,10,0,0,0,nan,0
3649,0.011742689,81,0,0.10326676,12917,15,0,1,0,0,0
3650,0.087262779,41,0,0.351002865,5583,10,0,1,0,3,0
3651,0.9999999,33,0,0.791069643,3000,7,0,2,0,1,1
3652,0.99142402,40,6,0.892328398,5200,9,0,2,1,0,1
3653,0.109563603,65,0,0.009599596,7916,5,0,0,0,0,0
3654,0.200574438,57,2,0.392993979,5480,5,0,1,0,3,0
3655,0.949164131,58,0,0.361268719,10750,6,0,2,0,0,0
3656,0.9999999,48,1,0.025095602,4183,1,2,0,0,1,0
3657,0.121471896,51,0,4783,nan,12,0,1,0,2,0
3658,0,61,0,0,nan,4,0,0,0,nan,0
3659,0.088353372,67,0,872,nan,20,0,0,0,0,0
3660,0.137087348,50,0,0.317101905,5092,8,0,1,0,0,0
3661,0.42726718,45,0,1.067191453,3556,10,0,2,0,0,0
3662,0.38269238,42,0,0.223110984,7000,5,0,0,0,2,0
3663,0.321610589,32,0,0.413602674,6880,5,0,1,0,0,0
3664,0.29814801,61,0,0.299518226,11000,21,0,3,0,0,1
3665,0.0279992,64,0,1501,nan,14,0,1,0,0,0
3666,0.081304056,51,0,0.41640437,5400,12,0,1,0,3,0
3667,0.069946503,52,0,0.411379987,4586,5,0,1,0,0,0
3668,0.667827882,33,0,0.624864572,3691,6,0,1,0,0,0
3669,1.129353234,57,1,0.031916939,5200,1,1,0,0,1,0
3670,0.01347141,35,0,3260,nan,12,0,2,0,0,0
3671,0.165095687,34,0,0.398375254,6400,9,0,0,0,0,0
3672,0.9999999,29,0,0,nan,0,0,0,0,nan,0
3673,0.9999999,54,0,0,nan,2,0,0,0,0,0
3674,0.11842978,56,1,0.24550036,12500,20,0,2,0,1,0
3675,0.9999999,67,0,36,nan,1,0,0,0,0,0
3676,0.9999999,40,0,0.516329705,4500,8,0,2,0,1,0
3677,0.9999999,47,1,0.130455986,4100,4,0,1,1,2,1
3678,0.014090663,75,0,0.136033229,3851,5,0,1,0,0,0
3679,0.001687395,80,0,0.206558688,5000,5,0,1,0,0,0
3680,0.013878262,69,0,0.002661505,8265,11,0,0,0,0,0
3681,0.08221724,61,0,0.765605096,784,13,0,1,0,0,0
3682,0.07015966,70,0,0.4,3919,13,0,2,0,1,0
3683,0.346847336,47,0,0.405312768,3500,15,0,1,1,3,0
3684,0.189842597,53,0,0.346860405,9634,15,0,2,0,2,0
3685,0.335435057,59,2,0.295169502,8052,11,0,1,0,0,0
3686,0.184128777,60,0,0.41863162,7760,9,0,1,0,0,0
3687,0.344181899,40,0,0.320307426,9237,6,0,1,0,2,0
3688,0.173909699,55,0,1604,nan,4,0,1,0,0,0
3689,0.276532653,32,0,120,nan,1,0,0,0,nan,0
3690,0.9999999,40,0,828,nan,3,2,0,0,0,1
3691,0.159092045,51,0,0.279276279,9008,8,0,1,0,1,0
3692,0.072891991,69,0,0.066155641,6000,4,0,0,0,0,0
3693,0.061516973,55,0,0.336806652,9500,9,0,3,0,0,0
3694,0,41,0,0.600086374,4630,4,1,1,0,4,0
3695,0.139432491,65,0,371,0,8,0,0,0,0,0
3696,0.202612053,43,0,0.334735071,5944,14,0,1,0,2,0
3697,0.000291661,55,0,0.241921678,9345,11,0,2,0,1,0
3698,0.9999999,78,1,0.272370487,1273,1,0,0,0,2,0
3699,0.020132662,70,0,0.002832861,6000,2,0,0,0,0,0
3700,0.098066711,32,0,248,1,7,0,0,0,4,0
3701,0.281885767,87,0,0.164475902,11867,7,0,2,0,0,0
3702,0.002748573,48,2,0.14913427,12243,19,0,2,0,2,0
3703,0.641712292,39,1,0.31239213,8690,15,0,1,0,4,0
3704,0.087947533,36,0,5.184259838,1600,10,0,4,0,0,0
3705,0.824774841,46,0,1.009247688,4000,18,0,0,0,0,0
3706,0,45,0,0.24569324,8416,10,0,1,0,0,0
3707,0.028980974,66,0,0.226452378,7590,13,0,1,0,0,0
3708,0.9999999,24,0,0,1900,1,0,0,0,1,0
3709,0.005653629,59,0,0.243918694,3000,6,0,2,0,0,0
3710,0.845686173,52,1,0.257958673,25600,9,0,3,0,0,1
3711,0.9999999,28,0,0.444334488,2020,3,1,0,0,0,1
3712,0,71,0,0.226954609,5000,7,0,1,0,0,0
3713,0.021080132,61,0,1.209916034,2500,11,0,2,0,1,0
3714,0.209296363,48,2,0.272727273,5400,8,0,1,0,1,0
3715,0.011739647,53,0,0.278021576,10937,7,0,1,1,0,0
3716,0.9999999,21,0,0,280,1,0,0,0,0,0
3717,0.115143596,48,0,2917,nan,3,0,1,0,0,0
3718,0.111757258,31,0,0.306670517,3462,7,0,0,0,0,0
3719,0.010941765,67,0,298,nan,5,0,0,0,nan,0
3720,0.009924786,79,0,0.003196165,10011,13,0,0,0,0,0
3721,0.883623275,33,0,0.309995953,2470,3,0,0,0,1,0
3722,1.144896502,43,1,0.536692661,5000,4,0,1,1,0,0
3723,0.111418782,39,0,0.339053997,14333,14,0,2,0,3,0
3724,0.9999999,28,1,0.254461716,1736,1,0,0,0,1,1
3725,0.107607579,76,0,2889,nan,17,0,2,0,0,0
3726,0.024205042,56,0,0.00929814,3333,9,0,0,0,0,0
3727,0,41,0,0.419274376,8819,5,0,2,0,2,0
3728,0.046762953,47,0,0.218795559,8916,10,0,2,0,0,0
3729,0.100936744,74,0,28,nan,3,0,0,0,0,0
3730,0.21198522,71,0,0.360968452,8177,11,0,2,0,0,0
3731,0.006298227,66,0,0.005512679,1813,8,0,0,0,0,0
3732,0,44,0,0.133616494,11300,3,0,1,0,1,0
3733,0.600470035,37,0,0.151017494,2800,5,0,0,0,0,1
3734,0.088637121,40,0,1.012995668,3000,7,0,1,0,2,0
3735,0.626197817,25,0,0.121383204,4250,5,0,0,0,0,0
3736,0.48537791,63,0,1391,nan,5,0,1,0,0,0
3737,0.095260316,57,0,0.315598706,7724,4,0,2,0,2,0
3738,0,55,0,0.250838761,15200,10,0,4,0,0,0
3739,0.939825669,55,0,0.363686841,1800,9,0,0,0,0,0
3740,0.002119915,83,0,0.000275406,3630,1,0,0,0,0,0
3741,0.092636424,60,0,3868,nan,16,0,2,0,0,0
3742,0.16388759,31,0,0.040682415,2285,3,0,0,0,1,0
3743,0.006842681,54,0,0.226297055,9270,11,0,0,0,0,0
3744,0.766781958,31,0,0.456835224,5200,14,0,2,0,3,0
3745,0.96948894,53,0,165,nan,6,0,0,0,0,1
3746,0.21777832,27,0,0.542389688,2016,8,0,1,0,0,0
3747,0.99363752,36,0,0.512851897,2450,9,0,0,0,1,1
3748,0.788844622,49,3,0.164432285,3654,4,1,0,0,0,1
3749,0.484437241,62,0,0.445463698,8938,13,0,2,0,0,0
3750,0.270725487,43,0,0.534883721,2708,17,0,0,0,2,0
3751,0.032786885,46,2,0.459135216,4000,14,1,2,1,1,1
3752,0.067161455,27,1,434,1,10,0,1,0,1,0
3753,0.007224423,77,0,0.003270111,7644,2,0,0,0,0,0
3754,0.097115345,54,0,0.416861046,3000,8,0,1,0,1,0
3755,0.14545559,51,0,0.569884928,7125,12,0,2,0,1,0
3756,0.010487462,69,0,4534,nan,23,0,2,0,0,0
3757,0.417356182,61,0,2864,nan,14,0,2,0,1,0
3758,0.158188932,62,0,0.411430888,7400,21,0,1,0,0,0
3759,0.9999999,46,0,0.140330642,2600,1,0,0,0,6,0
3760,0.08697987,36,0,0.31456699,6500,11,0,1,0,0,0
3761,0.146295123,50,0,0.749750083,3000,6,0,1,0,2,0
3762,0.293639407,57,0,0.34318555,15833,9,0,2,0,3,0
3763,0.549813396,76,0,0.725691347,2241,9,0,2,0,1,0
3764,0.477744939,62,0,1.012704687,3541,12,0,2,1,0,0
3765,0.098097639,62,0,0.179746541,8600,13,0,2,0,0,0
3766,0.997108782,72,0,0.362669503,3760,13,0,2,0,0,1
3767,0.003567903,69,0,0.001830384,4916,9,0,0,0,0,0
3768,0,55,0,0.299681505,13500,14,0,2,0,1,0
3769,0.196525864,48,0,0.207845918,8462,2,0,1,0,1,0
3770,0.123927954,38,0,0.29154519,2400,10,0,0,0,1,0
3771,0.873510188,50,0,0.196677051,4814,6,0,0,0,6,1
3772,0.025104603,73,0,0.004954875,5650,4,0,0,0,0,0
3773,0.393518102,69,0,4693,nan,9,0,2,0,0,0
3774,0.453735278,65,0,0.563859035,4000,10,0,2,0,0,0
3775,0.029078837,45,1,21,nan,4,0,0,0,0,1
3776,0.244450035,34,0,0.354213426,4900,6,0,2,0,0,0
3777,0.922538497,54,0,0.643114251,7500,6,0,2,1,0,1
3778,0.057961359,23,0,0.000728332,2745,1,0,0,0,0,0
3779,0.097645463,49,0,0.269040277,10700,11,0,2,0,2,0
3780,0.365853837,63,1,1.145219419,4716,33,0,4,0,1,0
3781,0.063588019,63,0,0.079692031,10000,4,0,2,0,1,0
3782,0,50,0,0,nan,1,0,0,0,0,0
3783,0.815901943,38,1,0.585255299,7500,9,0,4,0,4,0
3784,0.075202927,34,0,5621,nan,8,0,2,0,0,0
3785,0.9999999,49,0,0,2710,0,3,0,0,2,0
3786,0.017499702,81,0,35,nan,10,0,0,0,nan,0
3787,0.9999999,37,0,0.282190132,3323,5,3,1,3,2,0
3788,0.024919003,51,0,0.332537081,18000,10,0,2,0,2,0
3789,0.930901464,61,0,0.633346661,2500,6,0,1,0,0,0
3790,0.342522001,62,0,2507,0,21,0,1,0,0,0
3791,0.932191292,65,0,0.414116687,2450,13,0,0,0,0,0
3792,1.00139972,30,0,0.425440172,5565,6,0,1,0,0,0
3793,0.041835261,56,0,0.23980628,6400,9,0,1,0,0,0
3794,0.070744105,35,0,0.057756696,3583,5,0,0,0,0,0
3795,0,47,0,2054,nan,4,0,2,0,2,0
3796,0.005048054,67,1,0.431610942,2960,6,0,1,0,0,0
3797,0,35,0,0.763024031,5700,9,0,1,0,2,0
3798,0.9999999,30,0,0.365406007,1797,2,0,0,0,0,0
3799,0.049677019,46,0,0.383632327,16666,6,0,1,0,2,0
3800,0.23998868,78,0,1861,nan,8,0,1,0,0,0
3801,0.147044892,48,0,0.08416181,5833,5,1,0,0,2,1
3802,0.242702936,56,0,0.557639703,5117,12,0,1,0,1,0
3803,0.004483418,73,0,0.000999833,6000,5,0,0,0,1,0
3804,0.276348682,49,2,782,nan,3,0,0,0,nan,0
3805,0.12159932,76,0,0.122709606,1800,6,0,0,0,0,0
3806,0.042088924,63,0,0.430966849,13000,8,0,2,0,0,0
3807,0,39,0,0.484648865,8500,17,0,2,0,4,0
3808,0.232038444,52,0,0.435122799,4600,14,0,1,0,0,0
3809,0,68,0,0.272954403,1600,8,0,1,0,0,0
3810,0.446767413,46,0,0.323283691,8258,9,0,2,0,2,0
3811,0.502497502,31,0,0.422315537,3333,10,0,1,0,0,0
3812,0.473755047,54,3,0.15364106,6000,6,6,0,2,0,1
3813,0.001621578,76,0,3261,nan,5,0,2,0,1,0
3814,0.121776655,28,0,0.475930972,1100,3,0,0,0,0,0
3815,0.451073268,51,0,0.265250719,12523,11,0,2,0,3,1
3816,0.101291734,65,0,0.406348679,12033,6,0,2,0,0,0
3817,0.097954038,48,1,0.193453321,9500,13,0,2,0,0,0
3818,0.003112007,75,0,18,nan,14,0,0,0,0,0
3819,0.967379078,43,0,0.264677419,6199,5,0,2,0,0,0
3820,0.245629838,49,0,492,0,5,0,0,0,3,0
3821,0.796339927,53,0,0.487155822,6500,11,0,2,0,2,0
3822,0.000401683,79,0,0.115395601,3500,8,0,0,0,0,0
3823,0.093465417,39,2,0.340665619,7000,16,0,1,0,4,0
3824,0.009631325,72,1,378,1,5,1,2,0,0,0
3825,0.007665815,88,0,3,nan,6,0,0,0,0,0
3826,0,55,0,0,nan,7,0,0,0,nan,0
3827,0,27,0,275,0,1,0,0,0,0,0
3828,0.088260645,74,0,208,nan,7,0,1,0,0,0
3829,0.887009383,34,0,0.153382838,12119,6,2,0,0,0,0
3830,0.982502573,40,0,0.440711462,3541,6,0,1,0,0,1
3831,0.910179641,53,0,207,nan,2,1,0,0,0,0
3832,0.094044325,73,0,0.302914477,6278,5,0,1,0,0,0
3833,0.263697619,57,2,0.32503888,4500,18,0,0,1,0,0
3834,0.446547587,26,0,0.00599952,8333,2,0,0,0,0,0
3835,0.011499042,51,0,0.594003748,1600,10,0,1,0,3,0
3836,0.092279262,60,0,1935,nan,10,0,1,0,1,0
3837,0.214410878,33,0,0.242126312,6000,6,0,1,0,2,0
3838,1.360426382,46,1,0.579727633,5800,8,0,1,0,2,0
3839,0.058545621,29,0,0.61535622,2708,21,0,4,0,0,0
3840,0.421826928,38,0,0.364764696,5800,9,0,1,0,1,0
3841,0.15084759,28,0,0.246188594,1770,2,0,0,0,0,0
3842,0.012526585,70,0,0.220395468,4500,13,0,0,0,0,0
3843,0.659236332,73,4,2098,nan,12,0,1,0,0,0
3844,0.9999999,42,0,0.432626949,2500,2,0,1,0,2,0
3845,0,68,0,0.207803993,1101,2,0,0,0,0,0
3846,0.194143124,54,0,0.453626635,5045,12,0,2,0,0,0
3847,0.156388315,67,0,0.035601073,4100,3,0,0,0,0,0
3848,0.756286457,61,0,3025,nan,9,0,2,0,1,0
3849,0.044772514,57,0,0.464220183,7084,14,0,2,0,0,0
3850,0.742270754,29,0,904,nan,9,0,0,0,0,0
3851,0.9999999,32,0,0.396349768,3670,6,0,0,0,0,0
3852,0.92375953,68,1,221,nan,5,0,0,0,0,0
3853,0.018164574,58,0,0.005580098,4300,10,0,0,0,0,0
3854,0.564553523,31,0,0.533081933,5833,12,0,2,0,1,0
3855,0.67542147,60,0,0.528453891,5833,8,0,2,0,0,0
3856,0.023435389,65,0,0.002039837,8333,5,0,0,0,0,0
3857,0.029920395,66,0,0.172154922,5860,5,0,1,0,0,0
3858,0.9999999,56,0,254,nan,2,0,0,0,nan,0
3859,0.781885397,44,1,0.608878224,5000,10,2,1,1,0,1
3860,0.644550406,38,0,6424,nan,10,0,4,0,0,0
3861,0,39,0,0,6741,1,0,0,0,0,0
3862,0.506618417,38,0,159,nan,4,0,0,0,nan,0
3863,0.961940945,54,3,1.567576677,2966,5,2,1,3,0,0
3864,0.231984481,57,1,1512,nan,24,0,0,0,0,0
3865,0.694050992,40,0,0.588560286,3076,10,0,2,0,0,1
3866,0.06312237,40,0,45,nan,6,0,0,0,0,0
3867,0.896284149,48,0,3907,nan,12,0,2,0,0,0
3868,0.848903306,45,0,0.450768105,6834,14,0,2,0,0,0
3869,0.013499518,74,0,0.121068249,6739,8,0,1,0,0,0
3870,0,62,0,0.533948393,6936,14,0,2,0,1,0
3871,0.026891676,39,0,0.327715782,4390,9,1,1,0,3,0
3872,0.000123965,65,0,1301,nan,9,0,1,0,0,0
3873,0,71,1,0.141428991,3400,9,2,0,0,0,1
3874,0.499807707,38,0,0.288719785,6701,8,0,2,0,2,0
3875,1.142476698,52,0,918,nan,3,0,1,1,0,1
3876,0.354989857,39,0,0.149197629,6916,7,0,0,0,1,0
3877,0.9999999,56,0,0.183962264,3391,1,2,0,0,0,1
3878,0.287098011,52,0,0.495340409,7725,10,0,2,0,1,0
3879,0.167004325,70,0,0.334580022,6416,23,0,1,0,0,0
